frq,totvar,V1,nvar,sample
0.1,0.017499154965,5223,0.0335040301838024,0
0.15,0.075570827683,24772,0.0305065508166478,0
0.2,0.054077883959,13904,0.038893760039557,0
0.25,0.153738986064,41492,0.037052681496192,0
0.3,0.017406173254,3953,0.0440328187553757,0
0.35,0.173700819984,39965,0.043463235326911,0
0.4,0.153541661508,32520,0.0472145330590406,0
0.45,0.0565224174,11400,0.0495810678947368,0
0.5,0.075143881995,15515,0.0484330531711247,0
0.1,0.014573879354,4357,0.0334493443975212,1
0.15,0.062230546123,19204,0.0324049917324516,1
0.2,0.054804353392,13714,0.0399623402304215,1
0.25,0.161834069688,42950,0.0376796436991851,1
0.3,0.016673000785,3954,0.0421674273773394,1
0.35,0.182737932017,40877,0.0447043403422463,1
0.4,0.159959930022,33425,0.0478563739781601,1
0.45,0.055007794822,11294,0.0487053256791217,1
0.5,0.075911731833,15358,0.0494281363673655,1
0.1,0.014803602628,4484,0.0330142788314005,2
0.15,0.063719862533,19597,0.0325151107480737,2
0.2,0.054916516795,13766,0.0398928641544385,2
0.25,0.162431089034,43373,0.0374498164835266,2
0.3,0.016989494511,3983,0.0426550201129802,2
0.35,0.182463034671,40946,0.0445618704320324,2
0.4,0.159346087133,33144,0.0480769029486483,2
0.45,0.054972059009,11388,0.0482719169380049,2
0.5,0.075987584867,15286,0.0497105749489729,2
0.1,0.014993016764,4505,0.0332808363240844,3
0.15,0.060214059179,17982,0.0334857408402847,3
0.2,0.055557028497,13926,0.0398944625140026,3
0.25,0.162547487939,43155,0.0376659687032789,3
0.3,0.017020056749,3965,0.0429257421160151,3
0.35,0.182853780979,41059,0.0445343970820039,3
0.4,0.157478930846,33035,0.0476703286956259,3
0.45,0.055935382387,11453,0.0488390660848686,3
0.5,0.076692706591,15502,0.0494727819578119,3
0.1,0.014771973651,4465,0.033083927549832,4
0.15,0.063079552206,19382,0.0325454298864926,4
0.2,0.054099005888,13793,0.0392220734343508,4
0.25,0.161722385606,43076,0.037543501162132,4
0.3,0.016957412941,3971,0.0427031300453286,4
0.35,0.183452156867,41158,0.0445726606897809,4
0.4,0.159465678944,33221,0.0480014686324915,4
0.45,0.054986608001,11381,0.0483143906519638,4
0.5,0.076803882212,15455,0.0496951680439987,4
0.1,0.014924549942,4461,0.0334556152028693,5
0.15,0.062428759379,19238,0.0324507533938039,5
0.2,0.05529700617,14009,0.0394724863801842,5
0.25,0.161805362563,43071,0.0375671246460495,5
0.3,0.017044410058,3984,0.0427821537600402,5
0.35,0.18299319831,41181,0.0444363173089532,5
0.4,0.158440951513,33253,0.0476471150010525,5
0.45,0.055752178803,11439,0.0487386824049305,5
0.5,0.076539510381,15395,0.0497171226898344,5
0.1,0.014968630446,4518,0.0331310988180611,6
0.15,0.062994089278,19517,0.0322765226612697,6
0.2,0.054892288506,13830,0.0396907364468547,6
0.25,0.160792645782,42928,0.037456356173593,6
0.3,0.016710748002,3994,0.0418396294491738,6
0.35,0.184007639146,41239,0.0446198111365455,6
0.4,0.157829203062,32971,0.0478690980140123,6
0.45,0.056067849519,11546,0.0485604101151914,6
0.5,0.076773625991,15480,0.049595365627261,6
0.1,0.015110995913,4544,0.0332548325550176,7
0.15,0.059893519564,17984,0.0333037808963523,7
0.2,0.055401629883,13953,0.0397058911223393,7
0.25,0.161246786304,42924,0.0375656477271456,7
0.3,0.016326142532,3843,0.0424828064845173,7
0.35,0.184364518187,41142,0.0448117539708813,7
0.4,0.158483859171,33077,0.0479136134386432,7
0.45,0.055125764103,11347,0.0485817961602186,7
0.5,0.076579812171,15426,0.0496433373337223,7
0.1,0.015351260036,4628,0.0331703976577355,8
0.15,0.062722687429,19389,0.0323496247506318,8
0.2,0.054830406147,13787,0.0397696425233916,8
0.25,0.162681425084,43236,0.0376263819696549,8
0.3,0.016939257888,3935,0.0430476693468869,8
0.35,0.182537982564,40971,0.044552972239877,8
0.4,0.159835125445,33387,0.0478734613607093,8
0.45,0.05571413211,11543,0.0482665963007884,8
0.5,0.075094875159,15271,0.0491748249354987,8
0.1,0.014897076904,4467,0.0333491759659727,9
0.15,0.062705482682,19446,0.0322459542744009,9
0.2,0.055007571199,13902,0.0395680989778449,9
0.25,0.160809813087,42703,0.037657732029834,9
0.3,0.017062432723,4048,0.0421502784659091,9
0.35,0.183689519577,41070,0.0447259604521549,9
0.4,0.158383902707,33236,0.0476543214306776,9
0.45,0.055785482177,11453,0.0487081831633633,9
0.5,0.076928241044,15522,0.0495607789228192,9
0.1,0.014861684223,4435,0.0335099982480271,10
0.15,0.061944973964,18929,0.0327249056812299,10
0.2,0.054490749813,13893,0.039221730233211,10
0.25,0.161638632714,42771,0.0377916421673564,10
0.3,0.016498117748,3902,0.0422811833623783,10
0.35,0.183571791962,41113,0.0446505465332133,10
0.4,0.158133491066,33097,0.0477787990047436,10
0.45,0.056435745233,11647,0.0484551774989268,10
0.5,0.076119914248,15418,0.0493708096043585,10
