GERP2,meandaf
3.25,0.176268907563025
3.39,0.214967088607595
-3.52,0.483508591065292
3.23,0.146973333333333
3.17,0.287550522648084
3.15,0.187707006369427
-5.68,0.43720987654321
4.29,0.0918303571428571
-4.15,0.418553333333333
2.34,0.170248062015504
-4.68,0.503400662251656
-2.28,0.460722445695897
-3.73,0.445524528301887
-3.37,0.456973988439306
-4.26,0.484786885245902
-3.3,0.455408099688474
-1.17,0.404224151967436
-3.32,0.454154970760234
-1.82,0.441351717902351
-2.33,0.476315467075038
1.09,0.146377771461057
0.61,0.141433185070586
-1.94,0.435598917322835
-1.77,0.40373618715779
-0.94,0.392263176638177
-0.79,0.347744842562432
0.51,0.225516451233843
0.81,0.174521164021164
0.25,0.245947015639962
-1.99,0.430962202136401
-1.39,0.419872280701754
-1.4,0.381264041994751
0.49,0.216848071748879
-1.7,0.460729873908826
0.66,0.17736512731981
1.18,0.153302069199457
-0.17,0.288907213496219
0.09,0.272671957671958
-0.98,0.418309391032791
-0.37,0.336916819347746
-1.06,0.33522350138944
-1.46,0.441244963369963
1.98,0.0948065693430657
0.36,0.262065135413096
0.28,0.266868637110016
-2.43,0.408848156182213
-1.57,0.391518326417704
0.04,0.409813861758077
-2.02,0.443284683239775
2.42,0.23282532051282
1.44,0.143602991162475
1.05,0.196756949152542
1.2,0.37657883708748
-0.81,0.368309738503156
0.41,0.205687068114511
-0.68,0.345916694886556
2.32,0.0752967199928501
-3.29,0.49230303030303
-8.47,0.447103448275862
2.75,0.388375335120643
4.02,0.106743190661479
3.09,0.138079822616408
-0.87,0.428317709878374
2.25,0.128372305140962
3.03,0.147469914040115
3.04,0.309838785046729
2.7,0.182369565217391
2.96,0.23472
4.03,0.117906593406593
2.67,0.265035587188612
-7.47,0.328674418604651
3.84,0.10092962962963
4.79,0.0764047619047619
3.79,0.139739393939394
4.91,0.152576171875
3.91,0.13101872659176
-2.08,0.461484113712375
-3.62,0.468604316546763
3.19,0.251321585903084
-5.91,0.429616279069767
-5.13,0.336940476190476
-2.41,0.488345951629863
-2.09,0.438208067940552
-3.26,0.425808917197452
4.36,0.0948255813953488
-1.84,0.408957777777778
-11.7,0.465928571428571
3.37,0.132729344729345
3.5,0.210479876160991
-6.37,0.441782608695652
-2.85,0.473906614785992
-12,0.536212851405622
-8.69,0.5762
2.36,0.151498355263158
0.33,0.317317448943031
-5.92,0.358308823529412
-2.01,0.453087252475248
-8.1,0.477621621621622
-5.04,0.460244897959184
-5.19,0.336217391304348
3.69,0.275810169491525
-4.13,0.446704545454545
0.92,0.137647754959972
-5.61,0.406888888888889
0.87,0.159561055030935
-10.7,0.532156756756757
1.93,0.104651223128243
0.17,0.308656768380094
-0.89,0.379042990654206
-2.63,0.447913098236776
0.75,0.22768654353562
-2.76,0.487727510917031
-2.59,0.448809927360775
-2.39,0.470450980392157
-2.34,0.463013384321224
-2.12,0.442513687600644
1.19,0.109632466509062
-3.45,0.462368243243243
1.41,0.115590920305946
-1.12,0.365690148911798
1.54,0.126821985815603
-1.65,0.446357974546439
2.28,0.245577380952381
0.9,0.181736178861789
1.08,0.320995495495495
-4.04,0.490837931034483
-4.33,0.481446540880503
2.43,0.0931884615384615
-0.91,0.429650860065086
-2.27,0.460691304347826
-1.51,0.410055831951354
0.39,0.28539063670412
0.12,0.207832716620413
2.52,0.128023041474654
-2.25,0.461635813148789
-0.88,0.427270106221548
-1.14,0.400453246753247
5.17,0.0620561643835616
2.39,0.106727922624054
-2.4,0.487669879518072
-3.12,0.461885650224215
2.57,0.414361133603239
-2.17,0.466032056990205
-11.1,0.501830827067669
1.99,0.139815431164902
-1.96,0.444217305151915
4.3,0.141573913043478
-6.35,0.477442857142857
-7.62,0.539810344827586
3.42,0.27980612244898
3.61,0.249137440758294
3.44,0.161868686868687
-4.71,0.461915789473684
3.43,0.181346456692913
2.24,0.117155555555556
-3.42,0.490119158878505
1.64,0.151676406926407
1.97,0.125034955448938
-7.03,0.426754098360656
1.78,0.174806697108067
-0.95,0.417375159235669
-0.7,0.322058780308597
0.83,0.148643036993996
-1.53,0.450234861591696
-1.04,0.303168504631672
-2.14,0.439741982507289
-2.87,0.460280721533258
-3.25,0.484633239831697
-0.54,0.348591329479769
-1.13,0.408607311827957
1.22,0.131938001458789
-3.1,0.477112328767123
-0.25,0.291272365805169
-5.03,0.494784905660377
-4.69,0.512307692307692
-4.84,0.440011363636364
-3.84,0.495029411764706
-2.51,0.423138500635324
-4.17,0.438612745098039
-3.77,0.451879166666667
2.23,0.110071923281833
2.44,0.171650283553875
-4.89,0.481247524752475
2.21,0.269598440545809
-4.32,0.491268882175227
2.08,0.123118243243243
-2.54,0.444828626444159
-3.14,0.448614395886889
-2.61,0.432285714285714
-2.13,0.464008307372793
0.79,0.179051794453507
-1.67,0.466701518691589
-2.3,0.453380591878871
-0.55,0.410241673121611
-0.29,0.34723240765705
-2.16,0.493259860788863
-2.29,0.470049894588897
-6.72,0.473728813559322
-3.85,0.50485428907168
2.79,0.143186046511628
4.11,0.337005141388175
4.08,0.0998782051282051
3.99,0.383315942028986
-4.94,0.497202247191011
-5.71,0.400084210526316
2.3,0.198072810011377
-10.2,0.535526241134752
-2.56,0.4389375
2.55,0.215671280276817
2.73,0.125404301075269
2.19,0.179548913043478
1.65,0.201703422053232
0.21,0.296790849673203
-1.33,0.377102471678682
0.63,0.147110826210826
1.43,0.177923506811037
-3.09,0.479505730659026
-2.11,0.396746641074856
-0.78,0.466849983068066
-0.85,0.363467942262504
1.27,0.15116421167485
-1.02,0.361528515454941
-2.55,0.395320547945205
-0.61,0.367205771050142
1.75,0.169945508100147
3.93,0.233699619771863
3.87,0.110541806020067
1.76,0.21168
1.89,0.213560836501901
-1.32,0.392353142857143
-2.98,0.451557461406518
4.43,0.0766539923954373
1.86,0.124042535446205
1.95,0.0952627041742287
3.81,0.0813296398891967
3.6,0.152255319148936
-4.98,0.536047619047619
-2.15,0.444197715289982
4.49,0.0641707317073171
2.49,0.224077151335312
-3.22,0.488783080260304
2.46,0.0988613922109782
4.99,0.0943139534883721
4.96,0.108992753623188
1.66,0.180351724137931
1.67,0.174012259194396
-1.29,0.387451060662449
-2.99,0.455655577299413
-4.14,0.520143547273982
-3.53,0.478269035532995
1.77,0.134081052631579
-2.1,0.483789268292683
-2.03,0.482278862242052
-2.62,0.46002479338843
-1.5,0.381237695749441
-1.45,0.42097460757156
2.22,0.113330939947781
2.48,0.174393026941363
2.59,0.21338566552901
-3.23,0.436214285714286
-3.16,0.464106779661017
-3.43,0.512056910569106
-2.7,0.435181818181818
-2.31,0.456294557097118
-3.11,0.533082100814971
1.92,0.149788415124698
-2.45,0.471019534883721
2.26,0.205577738515901
2.15,0.292416504854369
-0.75,0.300101394849785
2.02,0.170444976076555
-2.58,0.444696233292831
3.74,0.164789473684211
2.88,0.194824701195219
-5.12,0.514414893617021
1.85,0.174641581632653
3.2,0.11506043956044
5.56,0.058968882602546
-6.9,0.420274193548387
3.75,0.105577981651376
-5.81,0.487406779661017
-4.06,0.53270618556701
1.82,0.166963337547408
2.51,0.11854711673699
-2.44,0.421967336683417
1.91,0.151470443349754
-7.16,0.404195121951219
-5.3,0.433363636363636
-3,0.467878991596639
3.97,0.0956198347107438
4.55,0.0650834658187599
2.62,0.201236947791165
-8.67,0.412896551724138
-2.49,0.488999290276792
-4.75,0.530849909584087
-3.69,0.46975
4.38,0.0800469798657718
-6.74,0.460983050847458
2.03,0.1843488
3.21,0.211801801801802
-5.52,0.338660377358491
3.26,0.194348101265823
-5.44,0.387816901408451
4.19,0.109685897435897
4.25,0.0927662337662338
4.39,0.09053
-5.32,0.403276923076923
-8.59,0.396
-7.32,0.356162790697674
3.95,0.076006734006734
-5.88,0.383793650793651
3.82,0.322104347826087
3.9,0.0924615384615385
-2.73,0.452373737373737
4.81,0.0551567796610169
2.01,0.161768893756846
-10.5,0.536587301587302
-9.53,0.44375
-6.45,0.428044943820225
-10.8,0.460317919075145
-3.31,0.44732
-6.32,0.492653333333333
-7.15,0.488492307692308
2.61,0.27307063197026
-4.29,0.501
-5.58,0.338971014492754
-5.42,0.502709677419355
-2.22,0.450247401247401
2.18,0.098047586442999
3.72,0.231795620437956
-3.48,0.48891015625
4.58,0.0535037593984962
3.14,0.146902255639098
-2.32,0.41117018469657
3.54,0.31213963963964
-3.92,0.448598393574297
3.47,0.304014962593516
3.58,0.125434402332362
-4.44,0.505431318681319
-7.57,0.365421052631579
-5.82,0.418352380952381
2.82,0.294983164983165
3.16,0.134147744945568
-9.34,0.50212676056338
-3.58,0.475229381443299
4.71,0.077242928452579
3.3,0.135162983425414
3.55,0.141123711340206
4.93,0.247067961165049
-3.82,0.492357142857143
3.64,0.185980582524272
-9.27,0.577280303030303
-2.52,0.451272609819121
-2.68,0.484139028475712
-2.82,0.480097165991903
2.38,0.141251004016064
2.11,0.104576277799454
-3.86,0.502954787234043
-2.78,0.489781741233374
3.22,0.152246350364964
1.96,0.118887585532747
2.14,0.199057851239669
1.71,0.143073938506589
-2.72,0.420727859778598
-2.91,0.507419434194342
1.69,0.127909803921569
2.06,0.138796698523023
3,0.230119834710744
-4.92,0.41227380952381
-2.96,0.512916448402305
-2.71,0.465869026548673
-3.04,0.48258904109589
-2.48,0.466422957600827
-2.38,0.44886372745491
-2.93,0.469800578034682
4.17,0.11713125
-2.84,0.471336734693878
-3.75,0.479694244604317
-3.83,0.451789090909091
3.52,0.138060034305317
-6.38,0.482446153846154
3.49,0.245885026737968
3.63,0.252427299703264
3.62,0.290168091168091
5.13,0.065
4.28,0.145015544041451
5.28,0.043062015503876
3.27,0.155231884057971
3.41,0.164034214618974
-3.56,0.514003759398496
-4.86,0.499713709677419
2.12,0.250946296296296
3.06,0.136432098765432
-6.83,0.41881981981982
-2.46,0.46656913470116
-3.63,0.495965277777778
-2.74,0.474807615230461
3.77,0.14952380952381
3.33,0.188737051792829
4.35,0.100188612099644
-5.51,0.365174418604651
-2.8,0.46453612716763
-2.18,0.454770953294946
-4.22,0.520840543881335
-2.42,0.464632737276479
3.05,0.189812345679012
-5.02,0.44975641025641
-3.97,0.497133333333333
-4.81,0.443699300699301
3.02,0.218564885496183
4.27,0.0731376404494382
4.18,0.0822396694214876
-3.41,0.453534626038781
-3.01,0.489585874799358
1.72,0.139786610878661
-3.96,0.521078711985689
1.74,0.130885623510723
-2.69,0.402964850615114
2.54,0.122333938294011
-6.15,0.479664
-6.04,0.485
-3.19,0.498164435946463
-5.49,0.291229166666667
-3.33,0.467973293768546
-7.17,0.504953883495146
2.31,0.183371742112483
-5.63,0.518125
-3.38,0.517546478873239
-3.99,0.446512077294686
-3.66,0.496510273972603
-2.79,0.487223163841808
-2.86,0.428529505582137
-4.09,0.498592875318066
-2.05,0.46153512803677
-2.92,0.444313725490196
-5.72,0.505243902439024
-6.61,0.488285
-2.77,0.451262482168331
-5.1,0.387075949367089
-4.78,0.537816777041943
-5.94,0.554587301587302
-4.43,0.457104895104895
-6.46,0.496918918918919
-6.49,0.392740384615385
-4.36,0.494003875968992
-2.95,0.451334024896266
-3.08,0.483782816229117
-3.13,0.4203
-6.55,0.439645161290323
-3.71,0.526900699300699
-6.43,0.427923913043478
-4.34,0.496203389830508
-6.22,0.570058823529412
-6.05,0.513907407407407
3.1,0.221923664122137
-3.5,0.486979289940828
-3.91,0.486656
-3.9,0.533168096054888
-3.34,0.513533141210375
-4,0.492998116760829
2.95,0.201076923076923
-6.39,0.320303278688525
-2.21,0.470178770949721
-3.06,0.453061567164179
-3.27,0.476547263681592
3.48,0.132916835699797
4.1,0.0670486111111111
4.05,0.112589958158996
3.8,0.165517857142857
3.01,0.153016304347826
-6.03,0.453353846153846
3.94,0.123046153846154
-3.67,0.491611428571429
-3.51,0.472618518518518
-3.55,0.500255591054313
-7.63,0.4778125
2.9,0.221789644012945
3.38,0.109574423480084
2.93,0.159901369863014
-4.38,0.458508982035928
-5.15,0.347052631578947
-9.41,0.483566901408451
-7.58,0.504875
2.84,0.225165109034268
-9.13,0.501282051282051
-8.2,0.466735294117647
-7.06,0.514133333333333
-6.09,0.404232142857143
-3.36,0.466341935483871
-4.16,0.478924242424242
-6.14,0.425306451612903
-5.86,0.470096153846154
-8.58,0.408276595744681
4.95,0.046777358490566
-5.05,0.53236
-7.14,0.464366666666667
-4.31,0.449441964285714
-7.78,0.504078431372549
2.85,0.18931
3.11,0.200251063829787
4.62,0.243177718832891
4.61,0.300394117647059
-3.95,0.503444839857651
-6.18,0.425456896551724
3.28,0.191856423173804
-8.17,0.497125
2.72,0.205428093645485
-3.4,0.47130985915493
4.14,0.368745583038869
2.87,0.174178571428571
3.85,0.252697247706422
5.01,0.0506410788381743
-7.83,0.5168125
-4.3,0.407824858757062
4.21,0.188056497175141
-9.4,0.438421052631579
2.66,0.193477611940298
-5.34,0.44230985915493
5.85,0.0538019801980198
5.79,0.0375480769230769
-9.63,0.484065217391304
-9.75,0.498368421052632
-3.61,0.460996894409938
-3.05,0.478251046025105
-3.57,0.451014749262537
5.61,0.0469976717112922
5.53,0.0700625
4.41,0.0772027027027027
-11,0.441666666666667
-6.73,0.451253968253968
2.68,0.155819607843137
-10.3,0.509554104477612
5.46,0.033
-3.94,0.50107345971564
3.29,0.151206293706294
-9.12,0.472607594936709
4.47,0.101811258278146
-9.37,0.279636363636364
3.24,0.153091575091575
-6.17,0.53522972972973
-4.93,0.527975460122699
-6.75,0.526
-3.46,0.435060240963855
-2.97,0.45496662693683
-5.98,0.464542857142857
-5.41,0.429757894736842
-9.33,0.589066666666667
-7.18,0.516714285714286
-11.9,0.446787878787879
-11.5,0.45901282051282
5.77,0.0521578947368421
3.65,0.241542056074766
-4.95,0.410932584269663
-9.82,0.695692307692308
-6.19,0.40175
-4.67,0.453607594936709
3.86,0.146960992907801
4.01,0.223462085308057
2.94,0.161758064516129
-7.73,0.496066666666667
-7.45,0.505135135135135
2.76,0.164685534591195
2.78,0.100191819464034
-4.1,0.490854054054054
-5.57,0.524573863636364
-4.7,0.516504424778761
-4.77,0.385008333333333
-5.27,0.497692307692308
-6.89,0.48294623655914
-5.77,0.483214285714286
-2.94,0.44624962406015
3.7,0.252346153846154
-3.93,0.482639097744361
-4.91,0.388556962025316
-8.16,0.531054054054054
-4.24,0.466127388535032
-6.58,0.341976744186047
-4.35,0.378801282051282
-6.62,0.487752941176471
2.91,0.274254320987654
-8.18,0.526116883116883
-5.4,0.396450704225352
-5.26,0.42626
4.59,0.117630136986301
5.71,0.0441363636363636
5.92,0.04602
5.82,0.0172083333333333
-11.4,0.598508021390374
-4.37,0.509603174603175
4.87,0.101602339181287
5.54,0.0471072664359862
4.9,0.505449790794979
-5.01,0.462337209302326
4.83,0.147122448979592
-8.57,0.492216216216216
-4.5,0.530939306358381
2.74,0.290072222222222
-6.36,0.5267
4.31,0.0786984126984127
5.72,0.0384013015184382
-5.29,0.41322619047619
-4.6,0.505963470319635
4.92,0.0983541666666667
4.6,0.0698729281767956
-6.59,0.501662337662338
-4.64,0.326939655172414
-5.33,0.410474358974359
-5.08,0.470870588235294
-10.4,0.529361344537815
-5.74,0.432777777777778
-3.17,0.473683076923077
-9.94,0.464
3.36,0.18722268907563
-7.07,0.489756097560976
5.02,0.339226594301221
-11.3,0.454338028169014
-5.11,0.508549450549451
-4.05,0.44684331797235
-5.66,0.550208333333333
-2.88,0.426029166666667
-3.24,0.45246511627907
-2.57,0.450099850968703
-9.78,0.583272727272727
-5.38,0.456813333333333
4.82,0.0806012658227848
5.58,0.0188372093023256
-6.94,0.442245283018868
-7.11,0.397327586206897
-7.61,0.451684782608696
-7.91,0.478414634146341
-3.7,0.46774659400545
-5.78,0.470064516129032
-3.72,0.426459807073955
-4.9,0.4843625
-5.54,0.463125
5.26,0.0509444444444444
4.42,0.103720965309201
4.2,0.0916623376623377
4.75,0.0825571428571429
-4.01,0.473821292775665
4.13,0.101725806451613
4.53,0.0972248520710059
4.63,0.103016666666667
-4.82,0.510191489361702
-6.67,0.462765957446808
-3.18,0.49647972972973
-4.51,0.51351875
-5.59,0.378261904761905
-6.47,0.419765625
3.46,0.226701195219124
4.33,0.170051428571429
-3.47,0.47786018957346
-7.12,0.337576923076923
2.63,0.23438
-9.47,0.385769230769231
4.12,0.0828472222222222
-10.1,0.567034482758621
-4.85,0.466411764705882
-4.46,0.490547008547009
-7.53,0.550595744680851
-7.25,0.39772
-9.9,0.434678571428571
-7.34,0.496838709677419
-6.3,0.42727868852459
-9.09,0.504695957820738
-6.56,0.404372881355932
4.98,0.0764814814814815
5.15,0.0605620689655172
4.15,0.070978835978836
-5.23,0.478646341463415
-7.09,0.527660714285714
4.04,0.1088875
-4.63,0.509816
2.89,0.311941379310345
-5.9,0.493333333333333
-7.86,0.428484848484849
4.54,0.184598639455782
-2.75,0.456001956947162
-3.81,0.482892703862661
-4.21,0.562595890410959
-5,0.497811688311688
-3.68,0.472177165354331
-3.59,0.511284497444634
-4.03,0.471614634146341
-4.73,0.48327731092437
-6.21,0.503625
-4.88,0.479613861386139
-4.2,0.483435754189944
-8.36,0.388142857142857
-9.69,0.247
-9.06,0.433815789473684
-9.43,0.5615
4.65,0.140935064935065
