id,DN,nonmiss,chr,type,DR,geno
BKN015,54710,512471,6,seg,0.1068,landrace
BKN016,56231,511250,6,seg,0.11,landrace
BKN017,55680,491705,6,seg,0.1132,landrace
BKN018,56134,511600,6,seg,0.1097,landrace
BKN019,57286,518724,6,seg,0.1104,landrace
BKN020,55109,514640,6,seg,0.1071,landrace
BKN022,55666,509196,6,seg,0.1093,landrace
BKN023,53998,499488,6,seg,0.1081,landrace
BKN025,55021,515134,6,seg,0.1068,landrace
BKN026,56401,502669,6,seg,0.1122,landrace
BKN027,55222,517387,6,seg,0.1067,landrace
BKN029,55769,502757,6,seg,0.1109,landrace
BKN030,55149,500645,6,seg,0.1102,landrace
BKN031,55573,517613,6,seg,0.1074,landrace
BKN032,56190,514253,6,seg,0.1093,landrace
BKN033,54697,508604,6,seg,0.1075,landrace
BKN034,56208,506126,6,seg,0.1111,landrace
BKN035,56425,508583,6,seg,0.1109,landrace
BKN040,48367,462445,6,seg,0.1046,landrace
BKN009,45075,515116,6,fixed,0.0875,landrace
BKN010,44789,512889,6,fixed,0.0873,landrace
BKN011,45504,518798,6,fixed,0.0877,landrace
BKN014,44802,512776,6,fixed,0.0874,landrace
BKN015,44802,512471,6,fixed,0.0874,landrace
BKN016,44722,511250,6,fixed,0.0875,landrace
BKN017,43339,491705,6,fixed,0.0881,landrace
BKN018,44452,511600,6,fixed,0.0869,landrace
BKN019,45233,518724,6,fixed,0.0872,landrace
BKN020,45176,514640,6,fixed,0.0878,landrace
BKN022,44405,509196,6,fixed,0.0872,landrace
BKN023,44072,499488,6,fixed,0.0882,landrace
BKN025,45133,515134,6,fixed,0.0876,landrace
BKN026,44076,502669,6,fixed,0.0877,landrace
BKN027,45124,517387,6,fixed,0.0872,landrace
BKN029,44261,502757,6,fixed,0.088,landrace
BKN030,44225,500645,6,fixed,0.0883,landrace
BKN031,45453,517613,6,fixed,0.0878,landrace
BKN032,45111,514253,6,fixed,0.0877,landrace
BKN033,44808,508604,6,fixed,0.0881,landrace
BKN034,44309,506126,6,fixed,0.0875,landrace
BKN035,44648,508583,6,fixed,0.0878,landrace
BKN040,41411,462445,6,fixed,0.0895,landrace
B73,25914,583347,6,seg,0.0444,maize
LH1,17958,256719,6,seg,0.07,maize
LH123HT,11330,162817,6,seg,0.0696,maize
LH82,21113,232258,6,seg,0.0909,maize
Mo17,49118,549987,6,seg,0.0893,maize
PH207,15926,195984,6,seg,0.0813,maize
PHG35,21374,246576,6,seg,0.0867,maize
PHG39,18330,246853,6,seg,0.0743,maize
PHG47,20615,247936,6,seg,0.0831,maize
PHG84,16988,196748,6,seg,0.0863,maize
PHJ40,18528,228406,6,seg,0.0811,maize
PHZ51,25294,294082,6,seg,0.086,maize
B73,63467,583347,6,fixed,0.1088,maize
LH1,26840,256719,6,fixed,0.1046,maize
LH123HT,17880,162817,6,fixed,0.1098,maize
LH82,22547,232258,6,fixed,0.0971,maize
Mo17,59607,549987,6,fixed,0.1084,maize
PH207,21472,195984,6,fixed,0.1096,maize
PHG35,25129,246576,6,fixed,0.1019,maize
PHG39,26116,246853,6,fixed,0.1058,maize
PHG47,26908,247936,6,fixed,0.1085,maize
PHG84,20848,196748,6,fixed,0.106,maize
PHJ40,24467,228406,6,fixed,0.1071,maize
PHZ51,30390,294082,6,fixed,0.1033,maize
BKN009,107583,542908,7,overall,0.1982,landrace
BKN010,106629,545816,7,overall,0.1954,landrace
BKN011,107341,536621,7,overall,0.2,landrace
BKN014,105895,548597,7,overall,0.193,landrace
BKN015,107228,539193,7,overall,0.1989,landrace
BKN016,107222,542959,7,overall,0.1975,landrace
BKN017,104340,524205,7,overall,0.199,landrace
BKN018,106278,540036,7,overall,0.1968,landrace
BKN019,105913,550415,7,overall,0.1924,landrace
BKN020,107311,541082,7,overall,0.1983,landrace
BKN022,107876,543055,7,overall,0.1986,landrace
BKN023,105238,526566,7,overall,0.1999,landrace
BKN025,106477,542802,7,overall,0.1962,landrace
BKN026,106042,539488,7,overall,0.1966,landrace
BKN027,108221,547026,7,overall,0.1978,landrace
BKN029,105334,531912,7,overall,0.198,landrace
BKN030,105374,533604,7,overall,0.1975,landrace
BKN031,106915,541458,7,overall,0.1975,landrace
BKN032,105784,545240,7,overall,0.194,landrace
BKN033,106001,536275,7,overall,0.1977,landrace
BKN034,104389,535448,7,overall,0.195,landrace
BKN035,105550,539133,7,overall,0.1958,landrace
BKN040,94188,479897,7,overall,0.1963,landrace
B73,92596,610227,7,overall,0.1517,maize
LH1,48142,262535,7,overall,0.1834,maize
LH123HT,31434,166052,7,overall,0.1893,maize
LH82,46028,243078,7,overall,0.1894,maize
Mo17,113906,584676,7,overall,0.1948,maize
PH207,38796,202345,7,overall,0.1917,maize
PHG35,49335,260264,7,overall,0.1896,maize
PHG39,46209,253132,7,overall,0.1825,maize
PHG47,49986,260632,7,overall,0.1918,maize
PHG84,39657,206227,7,overall,0.1923,maize
PHJ40,45465,238087,7,overall,0.191,maize
PHZ51,58099,310505,7,overall,0.1871,maize
BKN009,61428,542908,7,seg,0.1131,landrace
BKN010,60351,545816,7,seg,0.1106,landrace
BKN011,61443,536621,7,seg,0.1145,landrace
BKN014,59250,548597,7,seg,0.108,landrace
BKN015,61258,539193,7,seg,0.1136,landrace
BKN016,61013,542959,7,seg,0.1124,landrace
BKN017,59455,524205,7,seg,0.1134,landrace
BKN018,60544,540036,7,seg,0.1121,landrace
BKN019,59407,550415,7,seg,0.1079,landrace
BKN020,61152,541082,7,seg,0.113,landrace
BKN022,61766,543055,7,seg,0.1137,landrace
BKN023,59896,526566,7,seg,0.1137,landrace
BKN025,60236,542802,7,seg,0.111,landrace
BKN026,60011,539488,7,seg,0.1112,landrace
BKN027,61759,547026,7,seg,0.1129,landrace
BKN029,59755,531912,7,seg,0.1123,landrace
BKN030,59482,533604,7,seg,0.1115,landrace
BKN031,60759,541458,7,seg,0.1122,landrace
BKN032,59475,545240,7,seg,0.1091,landrace
BKN033,60157,536275,7,seg,0.1122,landrace
BKN034,58679,535448,7,seg,0.1096,landrace
BKN035,59650,539133,7,seg,0.1106,landrace
BKN040,52438,479897,7,seg,0.1093,landrace
BKN009,46155,542908,7,fixed,0.085,landrace
BKN010,46278,545816,7,fixed,0.0848,landrace
BKN011,45898,536621,7,fixed,0.0855,landrace
BKN014,46645,548597,7,fixed,0.085,landrace
BKN015,45970,539193,7,fixed,0.0853,landrace
BKN016,46209,542959,7,fixed,0.0851,landrace
BKN017,44885,524205,7,fixed,0.0856,landrace
BKN018,45734,540036,7,fixed,0.0847,landrace
BKN019,46506,550415,7,fixed,0.0845,landrace
BKN020,46159,541082,7,fixed,0.0853,landrace
BKN022,46110,543055,7,fixed,0.0849,landrace
BKN023,45342,526566,7,fixed,0.0861,landrace
BKN025,46241,542802,7,fixed,0.0852,landrace
BKN026,46031,539488,7,fixed,0.0853,landrace
BKN027,46462,547026,7,fixed,0.0849,landrace
BKN029,45579,531912,7,fixed,0.0857,landrace
BKN030,45892,533604,7,fixed,0.086,landrace
BKN031,46156,541458,7,fixed,0.0852,landrace
BKN032,46309,545240,7,fixed,0.0849,landrace
BKN033,45844,536275,7,fixed,0.0855,landrace
BKN034,45710,535448,7,fixed,0.0854,landrace
BKN035,45900,539133,7,fixed,0.0851,landrace
BKN040,41750,479897,7,fixed,0.087,landrace
B73,27343,610227,7,seg,0.0448,maize
LH1,20899,262535,7,seg,0.0796,maize
LH123HT,13505,166052,7,seg,0.0813,maize
LH82,22824,243078,7,seg,0.0939,maize
Mo17,51503,584676,7,seg,0.0881,maize
PH207,17040,202345,7,seg,0.0842,maize
PHG35,23320,260264,7,seg,0.0896,maize
PHG39,19711,253132,7,seg,0.0779,maize
PHG47,22071,260632,7,seg,0.0847,maize
PHG84,18042,206227,7,seg,0.0875,maize
PHJ40,20429,238087,7,seg,0.0858,maize
PHZ51,26591,310505,7,seg,0.0856,maize
B73,65253,610227,7,fixed,0.1069,maize
LH1,27243,262535,7,fixed,0.1038,maize
LH123HT,17929,166052,7,fixed,0.108,maize
LH82,23204,243078,7,fixed,0.0955,maize
Mo17,62403,584676,7,fixed,0.1067,maize
PH207,21756,202345,7,fixed,0.1075,maize
PHG35,26015,260264,7,fixed,0.1,maize
PHG39,26498,253132,7,fixed,0.1047,maize
PHG47,27915,260632,7,fixed,0.1071,maize
PHG84,21615,206227,7,fixed,0.1048,maize
PHJ40,25036,238087,7,fixed,0.1052,maize
PHZ51,31508,310505,7,fixed,0.1015,maize
BKN009,109733,547288,8,overall,0.2005,landrace
BKN010,107666,549193,8,overall,0.196,landrace
BKN011,107834,539383,8,overall,0.1999,landrace
BKN014,108229,546740,8,overall,0.198,landrace
BKN015,105457,550626,8,overall,0.1915,landrace
BKN016,107800,547786,8,overall,0.1968,landrace
BKN017,104680,529569,8,overall,0.1977,landrace
BKN018,105468,548667,8,overall,0.1922,landrace
BKN019,107386,549634,8,overall,0.1954,landrace
BKN020,107835,544517,8,overall,0.198,landrace
BKN022,108128,545176,8,overall,0.1983,landrace
BKN023,105778,533050,8,overall,0.1984,landrace
BKN025,106944,543949,8,overall,0.1966,landrace
BKN026,106850,543095,8,overall,0.1967,landrace
BKN027,109843,548613,8,overall,0.2002,landrace
BKN029,105025,536964,8,overall,0.1956,landrace
BKN030,106905,531314,8,overall,0.2012,landrace
BKN031,107035,544975,8,overall,0.1964,landrace
BKN032,106840,547675,8,overall,0.1951,landrace
BKN033,106935,535158,8,overall,0.1998,landrace
BKN034,105930,538476,8,overall,0.1967,landrace
BKN035,106075,545282,8,overall,0.1945,landrace
BKN040,94266,484146,8,overall,0.1947,landrace
B73,95418,619457,8,overall,0.154,maize
LH1,50553,262938,8,overall,0.1923,maize
LH123HT,31380,164050,8,overall,0.1913,maize
LH82,45361,251959,8,overall,0.18,maize
Mo17,112507,595398,8,overall,0.189,maize
PH207,39344,207402,8,overall,0.1897,maize
PHG35,49585,267382,8,overall,0.1854,maize
PHG39,47970,254713,8,overall,0.1883,maize
PHG47,50666,262847,8,overall,0.1928,maize
PHG84,40015,209961,8,overall,0.1906,maize
PHJ40,46311,237126,8,overall,0.1953,maize
PHZ51,59987,313704,8,overall,0.1912,maize
BKN009,61808,547288,8,seg,0.1129,landrace
BKN010,59683,549193,8,seg,0.1087,landrace
BKN011,60275,539383,8,seg,0.1117,landrace
BKN014,60493,546740,8,seg,0.1106,landrace
BKN015,57255,550626,8,seg,0.104,landrace
BKN016,59820,547786,8,seg,0.1092,landrace
BKN017,57982,529569,8,seg,0.1095,landrace
BKN018,57691,548667,8,seg,0.1051,landrace
BKN019,59451,549634,8,seg,0.1082,landrace
BKN020,59999,544517,8,seg,0.1102,landrace
BKN022,60571,545176,8,seg,0.1111,landrace
BKN023,58902,533050,8,seg,0.1105,landrace
BKN025,59298,543949,8,seg,0.109,landrace
BKN026,59237,543095,8,seg,0.1091,landrace
BKN027,61887,548613,8,seg,0.1128,landrace
BKN029,57826,536964,8,seg,0.1077,landrace
BKN030,59905,531314,8,seg,0.1127,landrace
BKN031,59252,544975,8,seg,0.1087,landrace
BKN032,58997,547675,8,seg,0.1077,landrace
BKN033,59765,535158,8,seg,0.1117,landrace
BKN034,58588,538476,8,seg,0.1088,landrace
BKN035,58518,545282,8,seg,0.1073,landrace
BKN040,50886,484146,8,seg,0.1051,landrace
BKN009,47925,547288,8,fixed,0.0876,landrace
BKN010,47983,549193,8,fixed,0.0874,landrace
BKN011,47559,539383,8,fixed,0.0882,landrace
BKN014,47736,546740,8,fixed,0.0873,landrace
BKN015,48202,550626,8,fixed,0.0875,landrace
BKN016,47980,547786,8,fixed,0.0876,landrace
BKN017,46698,529569,8,fixed,0.0882,landrace
BKN018,47777,548667,8,fixed,0.0871,landrace
BKN019,47935,549634,8,fixed,0.0872,landrace
BKN020,47836,544517,8,fixed,0.0879,landrace
BKN022,47557,545176,8,fixed,0.0872,landrace
BKN023,46876,533050,8,fixed,0.0879,landrace
BKN025,47646,543949,8,fixed,0.0876,landrace
BKN026,47613,543095,8,fixed,0.0877,landrace
BKN027,47956,548613,8,fixed,0.0874,landrace
BKN029,47199,536964,8,fixed,0.0879,landrace
BKN030,47000,531314,8,fixed,0.0885,landrace
BKN031,47783,544975,8,fixed,0.0877,landrace
BKN032,47843,547675,8,fixed,0.0874,landrace
BKN033,47170,535158,8,fixed,0.0881,landrace
BKN034,47342,538476,8,fixed,0.0879,landrace
BKN035,47557,545282,8,fixed,0.0872,landrace
BKN040,43380,484146,8,fixed,0.0896,landrace
B73,27112,619457,8,seg,0.0438,maize
LH1,22264,262938,8,seg,0.0847,maize
LH123HT,13055,164050,8,seg,0.0796,maize
LH82,20300,251959,8,seg,0.0806,maize
Mo17,47010,595398,8,seg,0.079,maize
PH207,16429,207402,8,seg,0.0792,maize
PHG35,21605,267382,8,seg,0.0808,maize
PHG39,20538,254713,8,seg,0.0806,maize
PHG47,21663,262847,8,seg,0.0824,maize
PHG84,17691,209961,8,seg,0.0843,maize
PHJ40,20297,237126,8,seg,0.0856,maize
PHZ51,27125,313704,8,seg,0.0865,maize
B73,68306,619457,8,fixed,0.1103,maize
LH1,28289,262938,8,fixed,0.1076,maize
LH123HT,18325,164050,8,fixed,0.1117,maize
LH82,25061,251959,8,fixed,0.0995,maize
Mo17,65497,595398,8,fixed,0.11,maize
PH207,22915,207402,8,fixed,0.1105,maize
PHG35,27980,267382,8,fixed,0.1046,maize
PHG39,27432,254713,8,fixed,0.1077,maize
PHG47,29003,262847,8,fixed,0.1103,maize
PHG84,22324,209961,8,fixed,0.1063,maize
PHJ40,26014,237126,8,fixed,0.1097,maize
PHZ51,32862,313704,8,fixed,0.1048,maize
BKN009,102079,497661,9,overall,0.2051,landrace
BKN010,101311,497295,9,overall,0.2037,landrace
BKN011,100845,495073,9,overall,0.2037,landrace
BKN014,101177,501971,9,overall,0.2016,landrace
BKN015,100879,496668,9,overall,0.2031,landrace
BKN016,99837,506430,9,overall,0.1971,landrace
BKN017,98593,482030,9,overall,0.2045,landrace
BKN018,100440,499130,9,overall,0.2012,landrace
BKN019,101278,501026,9,overall,0.2021,landrace
BKN020,101482,496448,9,overall,0.2044,landrace
BKN022,102050,495616,9,overall,0.2059,landrace
BKN023,100289,489050,9,overall,0.2051,landrace
BKN025,101466,495126,9,overall,0.2049,landrace
BKN026,100324,494101,9,overall,0.203,landrace
BKN027,101585,502629,9,overall,0.2021,landrace
BKN029,99602,491086,9,overall,0.2028,landrace
BKN030,99067,486533,9,overall,0.2036,landrace
BKN031,100865,494764,9,overall,0.2039,landrace
BKN032,101820,498338,9,overall,0.2043,landrace
BKN033,100226,487138,9,overall,0.2057,landrace
BKN034,99997,488822,9,overall,0.2046,landrace
BKN035,100490,493769,9,overall,0.2035,landrace
BKN040,88874,442573,9,overall,0.2008,landrace
B73,88916,564316,9,overall,0.1576,maize
LH1,44764,249898,9,overall,0.1791,maize
LH123HT,29955,153741,9,overall,0.1948,maize
LH82,43816,223891,9,overall,0.1957,maize
Mo17,106931,535784,9,overall,0.1996,maize
PH207,36770,185905,9,overall,0.1978,maize
PHG35,47191,236232,9,overall,0.1998,maize
PHG39,44663,229653,9,overall,0.1945,maize
PHG47,47754,241767,9,overall,0.1975,maize
PHG84,37811,191023,9,overall,0.1979,maize
PHJ40,41034,232115,9,overall,0.1768,maize
PHZ51,55767,287677,9,overall,0.1939,maize
BKN009,58217,497661,9,seg,0.117,landrace
BKN010,57635,497295,9,seg,0.1159,landrace
BKN011,57199,495073,9,seg,0.1155,landrace
BKN014,57050,501971,9,seg,0.1137,landrace
BKN015,57156,496668,9,seg,0.1151,landrace
BKN016,55341,506430,9,seg,0.1093,landrace
BKN017,56014,482030,9,seg,0.1162,landrace
BKN018,56663,499130,9,seg,0.1135,landrace
BKN019,57387,501026,9,seg,0.1145,landrace
BKN020,57867,496448,9,seg,0.1166,landrace
BKN022,58394,495616,9,seg,0.1178,landrace
BKN023,56924,489050,9,seg,0.1164,landrace
BKN025,57873,495126,9,seg,0.1169,landrace
BKN026,56798,494101,9,seg,0.115,landrace
BKN027,57352,502629,9,seg,0.1141,landrace
BKN029,56238,491086,9,seg,0.1145,landrace
BKN030,55841,486533,9,seg,0.1148,landrace
BKN031,57392,494764,9,seg,0.116,landrace
BKN032,58129,498338,9,seg,0.1166,landrace
BKN033,57132,487138,9,seg,0.1173,landrace
BKN034,56797,488822,9,seg,0.1162,landrace
BKN035,56989,493769,9,seg,0.1154,landrace
BKN040,49034,442573,9,seg,0.1108,landrace
BKN009,43862,497661,9,fixed,0.0881,landrace
BKN010,43676,497295,9,fixed,0.0878,landrace
BKN011,43646,495073,9,fixed,0.0882,landrace
BKN014,44127,501971,9,fixed,0.0879,landrace
BKN015,43723,496668,9,fixed,0.088,landrace
BKN016,44496,506430,9,fixed,0.0879,landrace
BKN017,42579,482030,9,fixed,0.0883,landrace
BKN018,43777,499130,9,fixed,0.0877,landrace
BKN019,43891,501026,9,fixed,0.0876,landrace
BKN020,43615,496448,9,fixed,0.0879,landrace
BKN022,43656,495616,9,fixed,0.0881,landrace
BKN023,43365,489050,9,fixed,0.0887,landrace
BKN025,43593,495126,9,fixed,0.088,landrace
BKN026,43526,494101,9,fixed,0.0881,landrace
BKN027,44233,502629,9,fixed,0.088,landrace
BKN029,43364,491086,9,fixed,0.0883,landrace
BKN030,43226,486533,9,fixed,0.0888,landrace
BKN031,43473,494764,9,fixed,0.0879,landrace
BKN032,43691,498338,9,fixed,0.0877,landrace
BKN033,43094,487138,9,fixed,0.0885,landrace
BKN034,43200,488822,9,fixed,0.0884,landrace
BKN035,43501,493769,9,fixed,0.0881,landrace
BKN040,39840,442573,9,fixed,0.09,landrace
B73,26394,564316,9,seg,0.0468,maize
LH1,18433,249898,9,seg,0.0738,maize
LH123HT,12885,153741,9,seg,0.0838,maize
LH82,21477,223891,9,seg,0.0959,maize
Mo17,48047,535784,9,seg,0.0897,maize
PH207,16159,185905,9,seg,0.0869,maize
PHG35,22768,236232,9,seg,0.0964,maize
PHG39,20064,229653,9,seg,0.0874,maize
PHG47,21000,241767,9,seg,0.0869,maize
PHG84,17320,191023,9,seg,0.0907,maize
PHJ40,16108,232115,9,seg,0.0694,maize
PHZ51,25728,287677,9,seg,0.0894,maize
B73,62522,564316,9,fixed,0.1108,maize
LH1,26331,249898,9,fixed,0.1054,maize
LH123HT,17070,153741,9,fixed,0.111,maize
LH82,22339,223891,9,fixed,0.0998,maize
Mo17,58884,535784,9,fixed,0.1099,maize
PH207,20611,185905,9,fixed,0.1109,maize
PHG35,24423,236232,9,fixed,0.1034,maize
PHG39,24599,229653,9,fixed,0.1071,maize
PHG47,26754,241767,9,fixed,0.1107,maize
PHG84,20491,191023,9,fixed,0.1073,maize
PHJ40,24926,232115,9,fixed,0.1074,maize
PHZ51,30039,287677,9,fixed,0.1044,maize
BKN009,88335,449567,10,overall,0.1965,landrace
BKN010,87768,448792,10,overall,0.1956,landrace
BKN011,87947,446018,10,overall,0.1972,landrace
BKN014,86857,452960,10,overall,0.1918,landrace
BKN015,86693,450234,10,overall,0.1926,landrace
BKN016,88095,451388,10,overall,0.1952,landrace
BKN017,85156,434964,10,overall,0.1958,landrace
BKN018,87418,446372,10,overall,0.1958,landrace
BKN019,87917,451457,10,overall,0.1947,landrace
BKN020,88162,447024,10,overall,0.1972,landrace
BKN022,86887,450462,10,overall,0.1929,landrace
BKN023,86462,435876,10,overall,0.1984,landrace
BKN025,87389,448688,10,overall,0.1948,landrace
BKN026,87649,445870,10,overall,0.1966,landrace
BKN027,87652,453098,10,overall,0.1935,landrace
BKN029,86548,439690,10,overall,0.1968,landrace
BKN030,86269,439941,10,overall,0.1961,landrace
BKN031,87412,446969,10,overall,0.1956,landrace
BKN032,86821,451131,10,overall,0.1925,landrace
BKN033,86738,443765,10,overall,0.1955,landrace
BKN034,86666,442913,10,overall,0.1957,landrace
BKN035,87405,445128,10,overall,0.1964,landrace
BKN040,78020,402994,10,overall,0.1936,landrace
B73,77817,509444,10,overall,0.1527,maize
LH1,40791,214264,10,overall,0.1904,maize
LH123HT,26030,136782,10,overall,0.1903,maize
LH82,38131,203189,10,overall,0.1877,maize
Mo17,94613,482604,10,overall,0.196,maize
PH207,32711,169183,10,overall,0.1933,maize
PHG35,41218,215072,10,overall,0.1916,maize
PHG39,39349,211428,10,overall,0.1861,maize
PHG47,41437,219103,10,overall,0.1891,maize
PHG84,32826,175204,10,overall,0.1874,maize
PHJ40,37606,199559,10,overall,0.1884,maize
PHZ51,47871,260238,10,overall,0.184,maize
BKN009,49811,449567,10,seg,0.1108,landrace
BKN010,49136,448792,10,seg,0.1095,landrace
BKN011,49453,446018,10,seg,0.1109,landrace
BKN014,48022,452960,10,seg,0.106,landrace
BKN015,48039,450234,10,seg,0.1067,landrace
BKN016,49332,451388,10,seg,0.1093,landrace
BKN017,47503,434964,10,seg,0.1092,landrace
BKN018,49176,446372,10,seg,0.1102,landrace
BKN019,49325,451457,10,seg,0.1093,landrace
BKN020,49697,447024,10,seg,0.1112,landrace
BKN022,48299,450462,10,seg,0.1072,landrace
BKN023,48589,435876,10,seg,0.1115,landrace
BKN025,48821,448688,10,seg,0.1088,landrace
BKN026,49239,445870,10,seg,0.1104,landrace
BKN027,48797,453098,10,seg,0.1077,landrace
BKN029,48608,439690,10,seg,0.1106,landrace
BKN030,48245,439941,10,seg,0.1097,landrace
BKN031,48967,446969,10,seg,0.1096,landrace
BKN032,48280,451131,10,seg,0.107,landrace
BKN033,48352,443765,10,seg,0.109,landrace
BKN034,48404,442913,10,seg,0.1093,landrace
BKN035,49188,445128,10,seg,0.1105,landrace
BKN040,42823,402994,10,seg,0.1063,landrace
BKN009,38524,449567,10,fixed,0.0857,landrace
BKN010,38632,448792,10,fixed,0.0861,landrace
BKN011,38494,446018,10,fixed,0.0863,landrace
BKN014,38835,452960,10,fixed,0.0857,landrace
BKN015,38654,450234,10,fixed,0.0859,landrace
BKN016,38763,451388,10,fixed,0.0859,landrace
BKN017,37653,434964,10,fixed,0.0866,landrace
BKN018,38242,446372,10,fixed,0.0857,landrace
BKN019,38592,451457,10,fixed,0.0855,landrace
BKN020,38465,447024,10,fixed,0.086,landrace
BKN022,38588,450462,10,fixed,0.0857,landrace
BKN023,37873,435876,10,fixed,0.0869,landrace
BKN025,38568,448688,10,fixed,0.086,landrace
BKN026,38410,445870,10,fixed,0.0861,landrace
BKN027,38855,453098,10,fixed,0.0858,landrace
BKN029,37940,439690,10,fixed,0.0863,landrace
BKN030,38024,439941,10,fixed,0.0864,landrace
BKN031,38445,446969,10,fixed,0.086,landrace
BKN032,38541,451131,10,fixed,0.0854,landrace
BKN033,38386,443765,10,fixed,0.0865,landrace
BKN034,38262,442913,10,fixed,0.0864,landrace
BKN035,38217,445128,10,fixed,0.0859,landrace
BKN040,35197,402994,10,fixed,0.0873,landrace
B73,22162,509444,10,seg,0.0435,maize
LH1,18187,214264,10,seg,0.0849,maize
LH123HT,10781,136782,10,seg,0.0788,maize
LH82,18029,203189,10,seg,0.0887,maize
Mo17,42148,482604,10,seg,0.0873,maize
PH207,13917,169183,10,seg,0.0823,maize
PHG35,18725,215072,10,seg,0.0871,maize
PHG39,16601,211428,10,seg,0.0785,maize
PHG47,17625,219103,10,seg,0.0804,maize
PHG84,13945,175204,10,seg,0.0796,maize
PHJ40,15795,199559,10,seg,0.0791,maize
PHZ51,20741,260238,10,seg,0.0797,maize
B73,55655,509444,10,fixed,0.1092,maize
LH1,22604,214264,10,fixed,0.1055,maize
LH123HT,15249,136782,10,fixed,0.1115,maize
LH82,20102,203189,10,fixed,0.0989,maize
Mo17,52465,482604,10,fixed,0.1087,maize
PH207,18794,169183,10,fixed,0.1111,maize
PHG35,22493,215072,10,fixed,0.1046,maize
PHG39,22748,211428,10,fixed,0.1076,maize
PHG47,23812,219103,10,fixed,0.1087,maize
PHG84,18881,175204,10,fixed,0.1078,maize
PHJ40,21811,199559,10,fixed,0.1093,maize
PHZ51,27130,260238,10,fixed,0.1043,maize
