dafbin3,vargerp
0.999,0.888014428791423
0.909,0.696150871491397
0.982,0.746937243946928
0.613,0.876806354283449
0.983,0.682485273426787
0.984,0.772684824163907
0.996,0.654698158166316
0.998,0.736412609842391
0.99,0.618645572747448
0.925,0.538188463369495
0.986,0.667299416426426
0.994,0.618086483511887
0.957,0.614736964965996
0.937,0.507235179675939
0.946,0.737314550374437
0.985,0.572600040986769
0.972,0.51038267175179
0.803,0.813400824692345
0.752,0.492462514521218
0.836,0.524985777176776
0.997,0.686675989024388
0.541,0.710945134968973
0.562,0.860014600292683
0.68,0.74019437404254
0.977,0.530922440327725
0.862,0.620603429237129
0.537,1.26697883377322
0.538,0.783033400760534
0.568,1.14740901816353
0.616,0.607242347450236
0.587,0.925880173583502
0.576,0.991688726740303
0.797,0.532600080057128
0.813,0.490265448902477
0.548,0.655990462372406
0.669,0.788961379165191
0.689,0.74564391694666
0.713,0.959614244351215
0.678,0.754125602409766
0.546,0.802497916019357
0.912,0.716453043540503
0.991,0.636194447340742
0.509,0.775918220241827
0.636,0.5539796767236
0.981,0.736332983489228
0.625,0.871032377978741
0.697,1.03187626438777
0.695,0.384656510898726
0.766,0.801716381246074
0.63,0.729958779067935
0.629,0.994974859279769
0.92,0.484580370274214
0.637,0.53331634219506
0.682,1.21960339992624
0.775,0.738130337361613
0.581,0.955662251269711
0.53,1.06990864100567
0.663,0.673826632498467
0.644,0.825947249346022
0.672,0.617270925159924
0.993,0.656302870476091
0.988,0.61375909531703
0.995,0.624083347438978
0.709,0.843751448036563
0.743,0.468216719557123
0.664,0.940817827605691
0.698,0.806710230904185
0.738,0.755593385893377
0.665,0.943504460173287
0.624,0.599772499507288
0.825,0.480937847451636
0.704,0.607069566685168
0.673,0.673142622085825
0.592,0.868199841558078
0.923,0.698395826321171
0.605,0.708299070974219
0.845,0.952494808920138
0.807,0.454084676901772
0.66,0.725938560426507
0.556,0.893009061240529
0.811,1.02771204582371
0.696,0.774253213059786
0.679,0.705542503368214
0.793,0.53196343149828
0.952,0.594152900283438
0.97,0.623632007392583
0.505,0.991791701757301
0.773,0.50318585859512
0.571,0.716431230866622
0.82,0.825404819727589
0.992,0.599831819822549
0.622,0.813436065232198
0.533,0.61396185574597
0.747,0.743836787353361
0.911,0.795424727147556
0.943,0.630637142054663
0.885,0.836083587152961
0.939,0.639908594760098
0.51,0.912367901408037
0.976,0.652113423334324
0.594,0.855092114842855
0.628,0.742217738869968
0.532,0.773304375120661
0.529,0.788766475048939
0.555,0.798165559528504
0.633,0.568446623315351
0.913,0.462681072584806
0.927,0.737701334477977
0.631,0.855455296132009
0.61,0.853985450100408
0.724,0.654601686247875
0.621,0.97872015181784
0.62,0.694595911502558
0.647,0.654524355200961
0.657,0.421164410569567
0.56,0.782903597930526
0.817,0.71665895218496
0.714,0.93194376596527
0.684,0.759836319308305
0.733,0.779043892894737
0.723,0.628437752348203
0.941,0.684331153051677
0.98,0.55353903691614
0.717,0.804611660911845
0.71,1.02035998276118
0.801,0.961126570691178
0.736,0.368166775966832
0.727,0.750231095273803
0.75,0.759940873065041
0.708,0.733155067970158
0.721,0.45760362237678
0.731,0.71515949580371
0.726,0.758869576014244
0.979,0.535528813593258
0.705,0.741345945470555
0.638,0.787027857774707
0.712,1.0619499517884
0.67,0.598499047925124
0.687,0.501938333583337
0.554,0.653115396192284
0.971,0.612985811534332
0.967,0.48264392010605
0.626,0.685986363719747
0.701,0.603133225021619
0.918,0.547457638474364
0.715,0.683687736900645
0.608,0.725331744033817
0.987,0.613434805368368
0.842,0.874390329421462
0.792,1.1446090905059
0.872,0.793234512953886
0.947,0.48457929569827
0.786,0.761428820839506
0.794,0.711838660465058
0.783,0.671606663533399
0.804,0.697148273319779
0.966,0.560954367868671
0.961,0.581778446241673
0.883,0.569962252787313
0.769,0.661567244042681
0.763,1.01597348890371
0.88,0.353555199093189
0.931,0.975996944862269
0.822,0.429846174215862
0.854,0.869673431709534
0.94,0.482171663512443
0.889,0.469820926963505
0.688,0.522142991098427
0.805,0.731024107042713
0.719,0.827760273296662
0.707,0.450429972204039
0.718,0.667175090322915
0.512,0.813105190388134
0.508,1.04471105524761
0.511,1.08798154138079
0.513,0.791631756193091
0.514,1.04745582652797
0.627,0.790248939118744
0.6,0.894923558004223
0.552,0.926387575890444
0.881,0.571077192155784
0.963,0.537414728203535
0.596,0.680027896249429
0.557,0.850195038274347
0.504,0.859112833031857
0.935,0.505962733847889
0.617,0.847287086487039
0.882,0.583609731183642
0.547,0.806708568891162
0.651,0.945079213150841
0.634,0.800696034767591
0.528,0.896240799073489
0.782,0.74252354495917
0.567,1.13751968255668
0.646,0.932769597158643
0.607,0.767757162529936
0.93,0.602313134268265
0.964,0.590791997550817
0.623,0.796651394355056
0.737,0.690602257764787
0.599,0.734191624972562
0.789,0.560201861478418
0.515,0.530794337854189
0.64,1.01429704999053
0.653,0.934687369880978
0.642,0.876617853472268
0.595,0.809860247405477
0.542,0.805254316986251
0.527,0.873798451517976
0.907,0.685339460511053
0.938,0.567640574766466
0.893,0.791379427561768
0.956,0.635970508724052
0.914,0.626873917795683
0.975,0.580555048925101
0.875,0.80359248193977
0.965,0.61881051391629
0.614,1.04365655161428
0.661,0.824511340585528
0.534,0.729168085744068
0.584,0.858324061304009
0.579,0.783120858437423
0.577,0.824307565703425
0.649,0.901312609934417
0.641,0.911534955065041
0.598,0.63400802622562
0.619,0.921713681720154
0.91,0.746574328520475
0.578,0.697486958843809
0.603,0.581447705017665
0.635,0.740734077705538
0.694,0.609702079683282
0.639,0.806629404982027
0.73,0.761681640962466
0.741,0.52091892920046
0.746,0.512685500013785
0.711,0.696649195122218
0.703,0.624560557289162
0.685,0.934431107935309
0.89,0.842902545919524
0.632,0.957277264040405
0.978,0.631460803699638
0.606,1.14683269712233
0.699,0.632069927362598
0.602,0.726095019054618
0.702,0.685485383669903
0.519,0.69517372154729
0.77,0.637138433314125
0.954,0.650061884236284
0.648,0.699684905700197
0.59,0.990395653745501
0.658,0.845851141444307
0.917,0.772451024256496
0.901,0.502447772511634
0.816,0.736851395703839
0.859,0.947959931090528
0.755,0.611932257860214
0.905,0.755635292806708
0.531,1.09471260984881
0.612,1.02696733429243
0.748,0.463252976457502
0.936,0.674021138091762
0.551,0.825729203424612
0.618,0.716736717466309
0.745,0.832421971989336
0.924,0.642697372431736
0.906,0.700899758008937
0.922,0.489552662357875
0.806,0.488284040664147
0.83,0.718304628034056
0.757,0.671509068158763
0.784,0.884113495486857
0.774,0.833142297913313
0.798,0.900027397645844
0.818,0.411045517382181
0.601,0.929972921844107
0.55,0.729929598553624
0.895,0.609674340906417
0.973,0.563965522542278
0.615,0.857684967678733
0.787,0.59689573663766
0.776,0.69622571789767
0.545,0.944428260284045
0.564,0.907302678517025
0.837,0.676203592301801
0.886,0.425923449752004
0.549,0.658431248441115
0.824,0.832016821853231
0.919,0.605158156149042
0.81,0.889643216687898
0.833,0.658170423376604
0.853,0.647497218935057
0.989,0.618075260915893
0.945,0.76023196935411
0.974,0.681102315047854
0.676,0.861550867653257
0.955,0.750738495551045
0.796,0.630927417228909
0.758,0.600937269650559
0.86,0.614287547625738
0.877,0.899182903561297
0.898,0.452325914836969
0.858,0.666925437168218
0.826,0.600298057305432
0.814,0.658420404894631
0.962,0.618404926442033
0.953,0.837731623301101
0.951,0.623806971074074
0.799,0.935662609813617
0.871,0.661353880414485
0.522,0.925656988622748
0.959,0.653424468353999
0.821,0.471405030265854
0.785,0.693266984991273
0.834,0.71530663045906
0.809,0.977389540642857
0.812,0.589846062618984
0.561,0.809922930003459
0.574,0.689565132640653
0.838,0.889027203509577
0.589,0.844308009308575
0.686,0.705136331293596
0.575,0.924623050004013
0.762,0.790914387277229
0.506,0.966295337949021
0.667,0.69905677285248
0.507,0.778220046535301
0.749,0.779274965377044
0.835,0.814383167056599
0.847,0.890263947665853
0.52,1.03898970678328
0.722,0.605707940170494
0.929,0.769560419874082
0.74,0.646537689687934
0.674,0.630741546677677
0.852,0.682495051238359
0.503,0.958089298128901
0.765,0.938259239975468
0.95,0.672433895837588
0.656,0.819034318541404
0.728,0.580401491469755
0.78,0.565903009811449
0.69,0.981563581192668
0.732,0.650996717479338
0.878,0.703110365910614
0.559,0.994013384924494
0.934,0.642031705782638
0.863,0.575513668451684
0.543,1.11663262270927
0.524,0.702133616587518
0.675,0.790313387584858
0.874,0.929985990081706
0.932,0.842008973040089
0.662,0.648755936370636
0.582,0.693224980548721
0.802,0.848434991152878
0.921,0.709803534422764
0.916,0.638041522168649
0.502,0.76212900071757
0.525,0.631962914598133
0.521,0.998142065539127
0.518,0.951517750069031
0.868,0.667836326379249
0.591,0.990223076105953
0.829,0.759628297433713
0.7,0.782386598054466
0.523,1.06803876808061
0.517,0.858825353149908
0.76,0.597899896668247
0.683,0.552872771634967
0.848,0.536931067461324
0.72,0.714616109843924
0.79,0.749724123781094
0.944,0.691080029726867
0.904,0.83442781620303
0.777,0.748472517300709
0.583,0.553934817439898
0.572,0.765718007311299
0.563,1.0541103225679
0.655,0.78320627976076
0.742,0.788344423657155
0.535,0.801097547112676
0.791,0.649869437686997
0.894,0.826803756015573
0.597,0.804957510972452
0.536,0.915601842878543
0.526,1.00189533085457
0.735,0.550898723366588
0.569,0.826990620853692
0.544,1.13761186942489
0.643,0.62291238682962
0.566,0.935295467946473
0.558,0.811069827354349
0.585,0.737301016671529
0.942,0.884017150023391
0.915,1.02154574115113
0.933,0.54333538347637
0.968,0.578548401941924
0.949,0.569400300179932
0.96,0.614484081944855
0.926,0.879765441047141
0.828,0.698729702479712
0.501,0.920276852617998
0.903,0.745998605139573
0.867,0.737441423677059
0.851,0.396530928878234
0.876,0.729633974826378
0.841,0.750396310918326
0.879,0.503503771364746
0.9,0.554152785571727
0.899,0.479512842196097
0.57,0.770517281319557
0.887,0.568482024813034
0.857,0.507590435227915
0.869,0.744751170624725
0.866,0.583424621120936
0.754,0.824398405190122
0.902,0.747779048336579
0.892,0.77489494773077
0.692,1.19306192991339
0.767,0.684172809298332
0.928,0.465985942298662
0.873,0.664000232910132
0.85,0.668207537709554
0.725,0.890262540608023
0.969,0.558421580887459
0.855,0.942946480648337
0.588,0.731680277932898
0.808,0.486475404316096
0.54,0.861031320471321
0.896,0.558732855382129
0.849,0.663486691727485
0.827,0.729415914590803
0.756,0.372803504721133
0.659,0.588600380699062
0.58,0.728439925137726
0.861,0.760869919695597
0.768,0.483375170104059
0.539,0.84514648524424
0.843,0.837118091094934
0.666,0.648759935642907
0.856,0.597638973258514
0.832,0.640166403720359
0.819,0.892708492202312
0.65,0.800075698466624
0.908,0.594847625443698
0.744,0.720019889800692
0.781,0.778400429613823
0.844,0.775946382548394
0.8,0.62914770431796
0.958,0.685455647177427
0.573,0.754304074534633
0.677,1.0988474805236
0.831,0.534357458370553
0.84,0.734148253357173
0.729,0.612149112883249
0.652,0.445604992052874
0.586,0.912048789309487
0.897,0.856804580541307
0.565,1.11895790480884
0.815,0.855727817085676
0.691,1.01208260946747
0.753,0.832121489466384
0.751,0.684368421756937
0.759,0.857446397479013
0.884,0.655766114846133
0.734,0.533209601531126
0.671,1.03716144864595
0.668,0.760063623727047
0.604,0.703925767980235
0.779,0.575977549315689
0.693,0.721640045536502
0.553,0.680133319442544
0.645,0.68308860979324
0.891,0.75139629761034
0.795,0.523178718375776
0.888,0.730535954567824
0.609,0.692457250330679
0.772,0.803140507963556
0.716,0.90026600195225
0.864,0.968251519578204
0.771,0.81998485558717
0.764,0.674515100227273
0.788,0.626536394583479
0.87,0.656425981193066
0.865,0.584767980963526
0.761,0.78118371753742
0.948,0.860327863574997
0.839,0.823716992993189
0.846,0.636573466396841
0.516,0.864100137473204
0.593,0.668531582057188
0.611,0.764380012836779
0.823,0.402585124002361
1,0.717852270615136
0.654,0.65034068625979
0.739,0.653080209274948
0.778,0.403783455138368
